data,pme,etp,qin,qobs,tmed,qsim,qobs_imp,res
2019-11-03,0.0,3.42,2.88,3.26,26.02,4.45,3.26,-1.19
2019-11-04,0.12,2.96,2.87,3.12,27.08,4.31,3.12,-1.19
2019-11-05,15.0,2.3,2.92,3.08,24.04,4.82,3.08,-1.74
2019-11-06,0.32,3.55,3.01,3.42,19.3,6.1,3.42,-2.68
2019-11-07,10.18,3.82,3.02,4.01,20.13,6.74,4.01,-2.73
2019-11-08,6.15,3.8,3.14,4.12,20.22,6.96,4.12,-2.84
2019-11-09,0.32,4.41,3.16,4.48,21.84,7.0,4.48,-2.52
2019-11-10,0.1,5.5,2.79,5.2,21.79,6.28,5.2,-1.08
2019-11-11,0.0,4.77,2.53,5.07,20.58,5.24,5.07,-0.17
2019-11-12,0.25,4.4,2.45,4.44,20.27,4.61,4.44,-0.17
2019-11-13,7.68,3.94,2.4,4.04,21.14,4.58,4.04,-0.54
2019-11-14,19.02,4.18,2.75,4.22,21.98,6.08,4.22,-1.86
2019-11-15,15.58,4.83,3.93,8.32,19.26,9.25,8.32,-0.93
2019-11-16,0.2,5.06,4.59,13.13,18.63,11.52,13.13,1.61
2019-11-17,0.1,4.71,2.78,14.01,18.74,10.41,14.01,3.6
2019-11-18,0.1,4.82,1.99,9.97,19.44,7.51,9.97,2.46
2019-11-19,0.2,4.43,1.7,7.02,20.98,5.41,7.02,1.61
2019-11-20,0.88,3.98,1.6,5.54,21.67,4.47,5.54,1.07
2019-11-21,0.1,4.35,1.53,5.55,22.76,4.07,5.55,1.48
2019-11-22,0.1,3.54,1.57,5.24,23.95,3.89,5.24,1.35
2019-11-23,12.38,2.9,2.54,4.28,23.09,4.5,4.28,-0.22
2019-11-24,0.62,4.11,1.7,4.02,16.71,6.11,4.02,-2.09
2019-11-25,0.0,4.26,1.55,3.77,17.86,6.42,3.77,-2.65
2019-11-26,0.0,3.58,1.49,3.66,21.31,5.09,3.66,-1.43
2019-11-27,28.72,4.13,1.48,3.46,22.86,5.87,3.46,-2.41
2019-11-28,1.58,4.44,2.05,6.84,19.27,9.6,6.84,-2.76
2019-11-29,0.0,3.98,1.96,11.32,18.77,10.43,11.32,0.89
2019-11-30,53.62,3.5,1.95,8.96,22.42,12.3,8.96,-3.34
2019-12-01,8.48,3.55,5.7,20.63,22.98,20.75,20.63,-0.12
2019-12-02,0.45,4.33,2.96,25.35,18.58,24.55,25.35,0.8
2019-12-03,0.0,4.32,2.4,18.07,18.3,17.31,18.07,0.76
2019-12-04,0.2,4.42,2.04,12.23,21.8,9.71,12.23,2.52
2019-12-05,2.75,4.81,2.5,9.63,22.91,7.15,9.63,2.48
2019-12-06,10.38,5.17,5.25,9.98,20.04,8.0,9.98,1.98
2019-12-07,0.0,4.17,4.97,12.84,21.02,10.81,12.84,2.03
2019-12-08,0.0,4.77,3.11,14.68,20.9,11.66,14.68,3.02
2019-12-09,0.38,4.13,2.36,12.99,21.27,9.55,12.99,3.44
2019-12-10,15.0,4.09,2.33,10.37,21.05,8.72,10.37,1.65
2019-12-11,3.75,4.14,2.55,10.15,20.94,10.99,10.15,-0.84
2019-12-12,0.12,3.5,3.26,11.14,21.7,11.88,11.14,-0.74
2019-12-13,0.0,4.1,2.89,11.96,22.94,9.77,11.96,2.19
2019-12-14,1.0,4.65,2.25,10.6,22.16,7.69,10.6,2.91
2019-12-15,0.0,4.83,1.96,10.58,24.32,6.76,10.58,3.82
2019-12-16,0.0,4.5,1.66,9.42,25.85,6.19,9.42,3.23
2019-12-17,8.88,5.85,1.52,7.99,23.73,6.39,7.99,1.6
2019-12-18,8.88,5.51,2.24,8.97,20.62,8.31,8.97,0.66
2019-12-19,2.5,4.54,2.46,12.05,20.87,10.28,12.05,1.77
2019-12-20,0.0,4.23,2.78,14.06,22.36,9.83,14.06,4.23
2019-12-21,0.38,3.87,2.43,14.42,24.11,7.94,14.42,6.48
2019-12-22,5.62,4.15,2.05,11.75,23.01,7.0,11.75,4.75
2019-12-23,16.25,4.38,2.76,11.9,21.24,8.76,11.9,3.14
2019-12-24,0.0,4.41,4.11,13.55,21.74,12.13,13.55,1.42
2019-12-25,0.0,4.33,3.02,14.91,23.51,12.46,14.91,2.45
2019-12-26,0.0,5.46,2.29,13.14,23.43,9.5,13.14,3.64
2019-12-27,0.0,5.42,1.95,10.57,22.75,7.08,10.57,3.49
2019-12-28,0.0,4.63,1.8,9.08,24.13,6.12,9.08,2.96
2019-12-29,0.0,3.85,1.71,8.11,23.81,5.67,8.11,2.44
2019-12-30,1.12,3.4,1.65,7.54,23.36,5.43,7.54,2.11
2019-12-31,0.5,4.51,1.66,7.04,24.17,5.28,7.04,1.76
2020-01-01,0.0,5.06,1.65,7.36,25.44,5.18,7.36,2.18
2020-01-02,1.0,4.73,4.36,7.61,22.18,5.38,7.61,2.23
2020-01-03,0.38,4.57,12.5,13.37,20.76,7.02,13.37,6.35
2020-01-04,0.12,4.84,7.95,24.27,20.36,10.14,24.27,14.13
2020-01-05,0.25,4.59,8.96,24.22,20.87,12.17,24.22,12.05
2020-01-06,0.25,4.8,7.52,26.59,22.61,12.09,26.59,14.5
2020-01-07,23.88,4.66,4.86,32.3,25.13,12.94,32.3,19.36
2020-01-08,10.5,4.57,3.78,24.35,23.74,16.23,24.35,8.12
2020-01-09,2.7,4.65,7.32,22.97,23.83,17.57,22.97,5.4
2020-01-10,11.95,4.79,5.23,24.78,25.19,15.84,24.78,8.94
2020-01-11,7.6,4.14,4.74,25.62,25.55,15.11,25.62,10.51
2020-01-12,28.25,3.35,3.69,19.98,23.79,17.5,19.98,2.48
2020-01-13,5.72,4.22,6.8,20.7,22.12,21.75,20.7,-1.05
2020-01-14,0.0,4.53,4.49,25.87,22.14,21.76,25.87,4.11
2020-01-15,0.0,4.29,3.11,22.97,24.71,15.85,22.97,7.12
2020-01-16,7.88,4.47,2.61,15.95,25.63,10.88,15.95,5.07
2020-01-17,0.92,4.36,4.1,14.66,20.15,10.19,14.66,4.47
2020-01-18,1.92,4.38,2.89,17.33,19.98,10.14,17.33,7.19
2020-01-19,0.0,4.31,2.43,15.67,21.38,8.85,15.67,6.82
2020-01-20,0.0,4.15,2.17,13.26,21.62,7.47,13.26,5.79
2020-01-21,0.0,4.29,1.99,11.83,21.2,6.69,11.83,5.14
2020-01-22,0.1,4.06,1.86,10.71,20.8,6.24,10.71,4.47
2020-01-23,14.52,4.23,2.28,10.19,19.4,7.34,10.19,2.85
2020-01-24,0.0,4.69,3.71,11.54,19.44,10.42,11.54,1.12
2020-01-25,0.0,5.5,2.56,15.19,20.75,11.35,15.19,3.84
2020-01-26,0.1,4.28,2.1,15.35,22.61,9.05,15.35,6.3
2020-01-27,0.0,3.86,1.84,12.57,23.97,6.9,12.57,5.67
2020-01-28,13.02,5.04,1.76,10.88,23.87,7.19,10.88,3.69
2020-01-29,0.2,4.73,2.09,9.85,24.7,9.4,9.85,0.45
2020-01-30,18.98,4.34,1.97,9.42,24.54,11.59,9.42,-2.17
2020-01-31,10.92,5.15,2.91,9.24,23.79,14.65,9.24,-5.41
2020-02-01,15.18,5.37,3.47,12.61,22.64,18.06,12.61,-5.45
2020-02-02,18.48,4.48,6.72,16.8,22.44,21.23,16.8,-4.43
2020-02-03,11.42,5.29,4.67,23.04,20.86,24.54,23.04,-1.5
2020-02-04,18.88,4.18,5.19,23.7,21.55,26.5,23.7,-2.8
2020-02-05,0.52,4.28,8.08,23.06,22.73,26.21,23.06,-3.15
2020-02-06,4.7,4.33,5.13,24.91,22.29,22.61,24.91,2.3
2020-02-07,3.72,5.15,3.99,22.66,22.68,17.3,22.66,5.36
2020-02-08,9.12,5.29,3.62,16.64,23.44,14.57,16.64,2.07
2020-02-09,9.28,5.71,3.21,13.79,23.19,15.49,13.79,-1.7
2020-02-10,23.62,4.63,4.02,14.02,20.13,19.64,14.02,-5.62
2020-02-11,8.62,4.97,7.1,17.31,18.16,25.89,17.31,-8.58
2020-02-12,0.0,5.61,5.82,22.09,18.29,27.1,22.09,-5.01
2020-02-13,0.0,4.92,4.13,23.14,20.6,20.62,23.14,2.52
2020-02-14,0.0,4.67,3.28,17.94,21.61,13.52,17.94,4.42
2020-02-15,0.0,3.2,2.76,14.51,23.56,10.12,14.51,4.39
2020-02-16,0.0,3.55,2.45,12.49,24.09,8.82,12.49,3.67
2020-02-17,0.0,4.31,2.28,11.1,24.37,8.17,11.1,2.93
2020-02-18,0.0,3.86,2.15,10.14,25.4,7.76,10.14,2.38
2020-02-19,0.0,4.65,2.1,9.56,24.84,7.48,9.56,2.08
2020-02-20,9.7,5.0,2.84,9.06,24.22,8.37,9.06,0.69
2020-02-21,21.45,4.77,7.63,9.7,21.53,13.9,9.7,-4.2
2020-02-22,0.9,4.4,8.01,18.15,18.96,21.92,18.15,-3.77
2020-02-23,0.3,4.71,4.93,24.08,18.77,22.73,24.08,1.35
2020-02-24,6.95,4.3,3.53,19.0,20.31,16.95,19.0,2.05
2020-02-25,7.5,3.74,4.18,18.36,22.83,14.17,18.36,4.19
2020-02-26,11.65,4.16,5.02,21.24,21.67,16.13,21.24,5.11
2020-02-27,14.18,4.14,8.56,25.29,18.13,20.37,25.29,4.92
2020-02-28,3.98,4.1,7.34,32.59,17.87,24.11,32.59,8.48
2020-02-29,0.22,2.16,5.51,35.37,20.47,22.62,35.37,12.75
2020-03-01,0.0,4.06,5.0,28.94,19.21,16.83,28.94,12.11
2020-03-02,0.1,4.06,3.91,21.05,19.52,12.24,21.05,8.81
2020-03-03,0.2,3.67,3.24,16.85,19.05,10.23,16.85,6.62
2020-03-04,0.0,4.24,2.89,14.95,19.71,9.18,14.95,5.77
2020-03-05,0.2,3.66,2.65,13.46,19.68,8.47,13.46,4.99
2020-03-06,0.0,3.8,2.45,12.34,19.59,8.0,12.34,4.34
2020-03-07,0.0,3.82,2.32,11.47,20.11,7.65,11.47,3.82
2020-03-08,1.72,3.34,2.24,10.79,19.41,7.42,10.79,3.37
2020-03-09,0.22,4.16,2.19,10.52,21.52,7.28,10.52,3.24
2020-03-10,0.0,3.73,2.06,10.38,22.43,7.12,10.38,3.26
2020-03-11,0.35,3.99,1.94,9.5,22.39,6.89,9.5,2.61
2020-03-12,0.0,3.81,2.01,8.54,22.73,6.67,8.54,1.87
2020-03-13,0.0,3.44,1.97,8.08,22.44,6.52,8.08,1.56
2020-03-14,0.0,4.09,1.96,7.8,23.62,6.43,7.8,1.37
2020-03-15,5.2,4.17,2.0,7.55,23.98,6.73,7.55,0.82
2020-03-16,16.98,3.97,3.21,7.74,24.22,9.46,7.74,-1.72
2020-03-17,10.72,4.24,2.84,10.62,22.86,14.96,10.62,-4.34
2020-03-18,0.0,3.51,2.41,13.97,23.87,17.62,13.97,-3.65
2020-03-19,0.9,3.64,2.3,12.78,23.88,14.16,12.78,-1.38
2020-03-20,21.98,3.92,3.3,11.78,22.37,12.03,11.78,-0.25
2020-03-21,1.58,3.8,4.61,14.6,20.23,16.01,14.6,-1.41
2020-03-22,0.0,3.44,3.74,15.91,20.24,17.39,15.91,-1.48
2020-03-23,0.0,3.76,2.48,13.71,20.24,12.85,13.71,0.86
2020-03-24,0.0,4.12,2.08,11.46,19.64,8.86,11.46,2.6
2020-03-25,0.0,4.28,1.92,9.73,19.73,7.42,9.73,2.31
2020-03-26,0.2,4.0,1.8,8.63,19.63,6.8,8.63,1.83
2020-03-27,0.0,3.73,1.69,7.96,20.17,6.5,7.96,1.46
2020-03-28,0.0,4.08,1.69,7.49,21.76,6.29,7.49,1.2
2020-03-29,11.4,3.91,1.68,7.14,21.64,7.24,7.14,-0.1
2020-03-30,0.1,3.36,1.86,7.4,21.6,9.66,7.4,-2.26
2020-03-31,0.25,3.93,1.74,7.92,21.8,10.12,7.92,-2.2
2020-04-01,0.0,3.98,1.66,7.96,21.51,8.0,7.96,-0.04
2020-04-02,0.1,3.71,1.6,7.56,23.55,6.39,7.56,1.17
2020-04-03,0.1,3.91,1.57,7.3,23.13,5.98,7.3,1.32
2020-04-04,0.0,3.84,1.6,6.94,19.91,5.82,6.94,1.12
2020-04-05,0.0,4.14,1.53,6.68,20.44,5.72,6.68,0.96
2020-04-06,0.0,3.66,1.47,6.51,22.21,5.62,6.51,0.89
2020-04-07,0.0,3.64,1.45,6.26,21.16,5.5,6.26,0.76
2020-04-08,0.0,3.76,1.45,6.13,18.48,5.4,6.13,0.73
2020-04-09,0.0,3.84,1.42,6.17,17.59,5.31,6.17,0.86
2020-04-10,0.0,3.6,1.39,5.94,17.83,5.22,5.94,0.72
2020-04-11,0.0,4.03,1.37,5.74,18.08,5.14,5.74,0.6
2020-04-12,0.0,3.6,1.35,5.58,18.58,5.05,5.58,0.53
2020-04-13,0.0,3.46,1.34,5.42,18.81,4.96,5.42,0.46
2020-04-14,0.8,3.33,1.35,5.21,18.73,4.89,5.21,0.32
2020-04-15,0.0,2.74,1.4,5.07,19.98,4.83,5.07,0.24
2020-04-16,0.0,3.24,1.37,5.18,19.99,4.79,5.18,0.39
2020-04-17,0.0,3.48,1.35,5.17,17.86,4.74,5.17,0.43
2020-04-18,0.0,3.84,1.34,5.1,17.9,4.67,5.1,0.43
2020-04-19,0.0,3.63,1.32,4.97,18.91,4.59,4.97,0.38
2020-04-20,0.0,3.56,1.31,4.98,18.88,4.52,4.98,0.46
2020-04-21,0.0,3.28,1.3,4.94,19.12,4.45,4.94,0.49
2020-04-22,0.0,2.66,1.29,5.03,18.68,4.39,5.03,0.64
2020-04-23,0.0,2.94,1.25,4.9,19.07,4.32,4.9,0.58
2020-04-24,0.0,3.37,1.24,4.63,20.23,4.25,4.63,0.38
2020-04-25,0.0,3.74,1.23,4.51,21.01,4.18,4.51,0.33
2020-04-26,0.0,2.77,1.22,4.46,20.82,4.12,4.46,0.34
2020-04-27,0.3,2.53,1.2,4.47,19.37,4.06,4.47,0.41
2020-04-28,0.0,2.95,1.07,4.34,19.67,4.0,4.34,0.34
2020-04-29,0.2,2.49,0.93,4.18,19.79,3.88,4.18,0.3
2020-04-30,0.0,3.1,0.89,4.06,20.14,3.74,4.06,0.32
2020-05-01,0.1,3.28,0.89,3.93,20.27,3.6,3.93,0.33
2020-05-02,0.1,3.12,1.11,3.8,20.06,3.54,3.8,0.26
2020-05-03,0.0,3.24,1.2,3.73,17.24,3.56,3.73,0.17
2020-05-04,0.25,2.88,1.22,3.7,17.28,3.63,3.7,0.07
2020-05-05,0.0,2.59,1.2,3.68,18.47,3.67,3.68,0.01
2020-05-06,2.5,2.9,1.2,3.69,19.94,3.71,3.69,-0.02
2020-05-07,0.0,2.52,1.23,3.7,14.24,3.82,3.7,-0.12
2020-05-08,0.0,2.86,1.22,3.86,15.14,3.81,3.86,0.05
2020-05-09,0.12,3.07,1.21,3.89,16.55,3.65,3.89,0.24
2020-05-10,0.0,2.53,1.2,3.89,17.21,3.52,3.89,0.37
2020-05-11,0.0,2.47,1.2,3.88,17.8,3.46,3.88,0.42
2020-05-12,0.1,2.7,1.19,3.82,18.19,3.42,3.82,0.4
2020-05-13,0.0,2.68,1.18,3.74,18.94,3.37,3.74,0.37
2020-05-14,1.45,2.67,1.18,3.67,18.58,3.34,3.67,0.33
2020-05-15,0.2,2.63,1.23,3.7,15.95,3.32,3.7,0.38
2020-05-16,0.0,2.76,1.25,3.77,17.81,3.3,3.77,0.47
2020-05-17,0.0,2.27,1.37,3.8,17.47,3.3,3.8,0.5
2020-05-18,0.1,1.67,1.36,3.83,17.02,3.31,3.83,0.52
2020-05-19,0.0,1.41,1.35,3.85,18.33,3.32,3.85,0.53
2020-05-20,0.0,2.58,1.35,3.94,19.09,3.31,3.94,0.63
2020-05-21,0.0,2.1,1.33,3.88,19.45,3.27,3.88,0.61
2020-05-22,0.0,2.78,1.33,3.81,20.37,3.23,3.81,0.58
2020-05-23,10.75,2.16,1.37,3.88,19.6,3.7,3.88,0.18
2020-05-24,0.0,2.38,1.41,4.3,13.1,4.87,4.3,-0.57
2020-05-25,0.0,2.42,1.4,4.63,13.74,5.13,4.63,-0.5
2020-05-26,0.0,2.42,1.36,4.49,13.73,4.2,4.49,0.29
2020-05-27,0.3,2.35,1.34,4.3,14.33,3.51,4.3,0.79
2020-05-28,0.22,1.99,1.33,4.08,13.73,3.34,4.08,0.74
2020-05-29,0.1,2.48,1.33,3.94,15.7,3.28,3.94,0.66
2020-05-30,0.0,2.33,1.32,3.82,16.61,3.23,3.82,0.59
2020-05-31,0.1,2.37,1.32,3.75,16.16,3.2,3.75,0.55
2020-06-01,0.22,1.81,1.3,3.74,17.16,3.16,3.74,0.58
2020-06-02,2.15,2.07,1.13,3.7,16.26,3.15,3.7,0.55
2020-06-03,0.22,2.04,1.13,3.68,17.34,3.14,3.68,0.54
2020-06-04,0.0,2.21,1.13,3.75,18.23,3.06,3.75,0.69
2020-06-05,1.85,1.74,1.2,3.82,18.9,2.96,3.82,0.86
2020-06-06,0.9,1.7,1.21,4.04,20.32,2.95,4.04,1.09
2020-06-07,32.02,2.01,3.15,6.16,19.89,5.11,6.16,1.05
2020-06-08,0.1,2.79,2.38,12.28,20.05,9.81,12.28,2.47
2020-06-09,1.32,2.35,1.93,11.99,20.2,10.92,11.99,1.07
2020-06-10,0.0,2.36,1.59,9.0,21.42,7.53,9.0,1.47
2020-06-11,0.22,2.74,1.32,7.45,22.64,4.79,7.45,2.66
2020-06-12,0.1,2.37,1.27,6.44,21.27,4.01,6.44,2.43
2020-06-13,0.0,2.34,1.21,5.56,20.88,3.71,5.56,1.85
2020-06-14,0.0,2.38,1.17,4.96,17.06,3.56,4.96,1.4
2020-06-15,0.0,1.7,1.16,4.62,17.07,3.47,4.62,1.15
2020-06-16,0.0,2.12,1.14,4.42,17.55,3.4,4.42,1.02
2020-06-17,0.0,2.49,1.13,4.23,18.25,3.34,4.23,0.89
2020-06-18,0.2,2.48,1.12,4.11,18.33,3.29,4.11,0.82
2020-06-19,0.0,2.31,1.11,3.99,19.25,3.24,3.99,0.75
2020-06-20,0.0,2.05,1.48,4.01,19.99,3.23,4.01,0.78
2020-06-21,0.0,2.1,1.57,3.69,20.59,3.32,3.69,0.37
2020-06-22,0.0,2.42,1.59,3.72,19.86,3.46,3.72,0.26
2020-06-23,0.0,2.49,1.59,3.79,18.42,3.53,3.79,0.26
2020-06-24,0.0,2.42,1.62,3.8,18.49,3.53,3.8,0.27
2020-06-25,0.0,2.62,1.54,4.09,20.0,3.51,4.09,0.58
2020-06-26,4.12,2.73,1.57,4.11,17.92,3.61,4.11,0.5
2020-06-27,22.5,2.64,1.87,4.59,14.5,5.31,4.59,-0.72
2020-06-28,0.0,2.64,2.41,6.6,14.18,8.55,6.6,-1.95
2020-06-29,0.0,2.58,1.91,8.17,15.85,9.04,8.17,-0.87
2020-06-30,0.38,2.57,1.74,7.24,18.38,6.53,7.24,0.71
2020-07-01,6.45,2.19,1.75,6.03,18.02,4.95,6.03,1.08
2020-07-02,0.12,2.28,1.78,5.73,13.15,5.24,5.73,0.49
2020-07-03,0.0,2.06,1.69,5.55,13.28,5.31,5.55,0.24
2020-07-04,0.1,2.29,1.65,4.97,15.89,4.62,4.97,0.35
2020-07-05,0.0,2.33,1.64,4.58,17.91,4.1,4.58,0.48
2020-07-06,0.0,2.85,1.62,4.4,20.14,3.95,4.4,0.45
2020-07-07,0.0,2.07,1.61,4.23,20.6,3.88,4.23,0.35
2020-07-08,0.12,1.94,1.58,4.05,21.27,3.82,4.05,0.23
2020-07-09,1.32,2.34,1.58,3.96,19.24,3.77,3.96,0.19
2020-07-10,0.12,1.99,1.57,3.87,15.66,3.74,3.87,0.13
2020-07-11,0.0,2.34,1.56,3.8,19.38,3.69,3.8,0.11
2020-07-12,0.0,2.91,1.56,3.72,20.65,3.64,3.72,0.08
2020-07-13,0.0,2.78,1.56,3.67,21.21,3.59,3.67,0.08
2020-07-14,0.25,3.09,1.56,4.3,17.77,3.55,4.3,0.75
2020-07-15,0.0,3.1,1.55,3.28,14.64,3.52,3.28,-0.24
2020-07-16,0.0,2.7,1.58,4.01,15.62,3.49,4.01,0.52
2020-07-17,0.0,2.91,1.58,4.54,17.52,3.46,4.54,1.08
2020-07-18,0.0,2.34,1.59,2.51,18.69,3.44,2.51,-0.93
2020-07-19,0.1,2.35,1.58,2.18,18.38,3.42,2.18,-1.24
2020-07-20,0.0,2.83,2.31,2.25,17.93,3.46,2.25,-1.21
2020-07-21,0.22,2.61,2.74,2.59,18.7,3.71,2.59,-1.12
2020-07-22,0.0,2.44,2.75,2.96,19.05,4.09,2.96,-1.13
2020-07-23,0.0,2.93,2.75,3.46,19.25,4.35,3.46,-0.89
2020-07-24,0.0,2.7,2.66,3.82,19.22,4.41,3.82,-0.59
2020-07-25,0.0,2.0,3.26,3.94,19.94,4.43,3.94,-0.49
2020-07-26,0.0,2.65,3.72,3.94,17.6,4.62,3.94,-0.68
2020-07-27,0.0,2.9,2.98,4.14,19.35,4.87,4.14,-0.73
2020-07-28,0.2,3.01,1.94,4.45,20.88,4.77,4.45,-0.32
2020-07-29,0.0,2.8,1.78,4.36,16.49,4.22,4.36,0.14
2020-07-30,0.0,2.92,1.75,3.86,14.3,3.64,3.86,0.22
2020-07-31,0.0,2.5,1.74,3.5,15.9,3.35,3.5,0.15
2020-08-01,0.0,2.56,1.73,3.21,16.88,3.24,3.21,-0.03
2020-08-02,0.0,2.76,1.71,3.07,16.74,3.2,3.07,-0.13
2020-08-03,0.1,2.46,1.7,2.97,16.41,3.16,2.97,-0.19
2020-08-04,0.0,2.82,1.69,2.87,16.06,3.13,2.87,-0.26
2020-08-05,0.0,2.63,1.69,2.81,16.13,3.1,2.81,-0.29
2020-08-06,0.0,2.97,1.68,2.71,16.72,3.06,2.71,-0.35
2020-08-07,0.0,3.13,1.68,2.61,16.82,3.04,2.61,-0.43
2020-08-08,0.0,3.0,1.79,2.5,17.53,3.02,2.5,-0.52
2020-08-09,0.0,3.06,2.44,2.47,18.45,3.1,2.47,-0.63
2020-08-10,0.0,2.79,2.64,2.51,19.26,3.35,2.51,-0.84
2020-08-11,0.0,3.42,2.71,2.68,19.57,3.66,2.68,-0.98
2020-08-12,0.0,3.35,2.73,3.02,19.95,3.85,3.02,-0.83
2020-08-13,0.38,3.14,2.7,3.28,21.52,3.92,3.28,-0.64
2020-08-14,0.0,3.03,2.69,3.41,22.55,3.92,3.41,-0.51
2020-08-15,0.0,2.63,2.69,3.47,20.39,3.89,3.47,-0.42
2020-08-16,0.0,2.07,2.71,3.44,17.61,3.87,3.44,-0.43
2020-08-17,14.38,2.6,2.96,3.58,17.21,4.44,3.58,-0.86
2020-08-18,8.05,2.54,3.2,4.68,16.72,6.17,4.68,-1.49
2020-08-19,0.62,3.11,2.05,6.64,18.95,7.17,6.64,-0.53
2020-08-20,0.0,2.63,1.6,6.71,15.52,6.06,6.71,0.65
2020-08-21,8.4,2.7,1.54,5.37,10.51,4.59,5.37,0.78
2020-08-22,0.1,3.1,1.65,4.92,10.25,4.46,4.92,0.46
2020-08-23,0.0,3.75,1.55,4.93,12.96,4.42,4.93,0.51
2020-08-24,0.0,3.48,1.48,4.33,13.86,3.76,4.33,0.57
2020-08-25,0.0,3.01,1.44,3.89,13.63,3.25,3.89,0.64
2020-08-26,0.1,3.02,1.41,3.57,14.44,3.09,3.57,0.48
2020-08-27,0.0,3.02,1.38,3.3,17.66,3.01,3.3,0.29
2020-08-28,0.0,3.81,1.35,3.03,20.26,2.95,3.03,0.08
2020-08-29,0.0,3.69,1.33,2.8,21.95,2.89,2.8,-0.09
2020-08-30,0.0,4.11,1.32,2.6,22.98,2.84,2.6,-0.24
2020-08-31,0.0,3.37,1.3,2.45,19.69,2.8,2.45,-0.35
2020-09-01,0.0,3.78,1.37,2.33,19.46,2.77,2.33,-0.44
2020-09-02,0.2,3.85,1.85,2.21,19.81,2.81,2.21,-0.6
2020-09-03,0.0,3.49,1.96,2.1,21.98,2.98,2.1,-0.88
2020-09-04,0.0,2.74,2.21,2.08,22.52,3.2,2.08,-1.12
2020-09-05,0.0,3.32,2.55,2.16,21.59,3.42,2.16,-1.26
2020-09-06,0.0,3.19,2.76,2.38,22.93,3.65,2.38,-1.27
2020-09-07,0.0,3.35,2.83,2.63,21.92,3.88,2.63,-1.25
2020-09-08,0.0,3.68,2.85,2.77,21.5,4.03,2.77,-1.26
2020-09-09,0.0,3.96,2.87,2.94,21.68,4.09,2.94,-1.15
2020-09-10,0.0,4.28,2.87,3.12,24.63,4.1,3.12,-0.98
2020-09-11,0.25,3.98,2.87,3.22,24.83,4.1,3.22,-0.88
2020-09-12,0.0,4.02,2.86,3.34,26.59,4.08,3.34,-0.74
2020-09-13,0.0,4.3,2.86,2.56,26.12,4.06,2.56,-1.5
2020-09-14,0.0,4.41,2.85,3.0,24.46,4.03,3.0,-1.03
2020-09-15,0.0,4.72,2.85,3.05,18.17,4.01,3.05,-0.96
2020-09-16,0.0,4.28,2.86,3.05,21.59,3.99,3.05,-0.94
2020-09-17,0.0,4.51,2.86,3.06,23.23,3.97,3.06,-0.91
2020-09-18,0.0,4.47,2.87,3.12,21.63,3.96,3.12,-0.84
2020-09-19,0.0,4.02,2.87,3.08,24.19,3.94,3.08,-0.86
2020-09-20,0.45,3.33,2.88,3.05,18.42,3.93,3.05,-0.88
2020-09-21,11.78,3.99,2.95,3.16,15.56,4.27,3.16,-1.11
2020-09-22,8.7,4.56,3.35,3.61,14.64,5.41,3.61,-1.8
2020-09-23,0.0,5.12,2.62,4.67,17.29,6.24,4.67,-1.57
2020-09-24,0.0,4.4,2.28,5.18,19.44,5.63,5.18,-0.45
2020-09-25,0.0,3.03,1.95,4.38,20.82,4.39,4.38,-0.01
2020-09-26,0.0,2.84,1.81,3.7,23.55,3.61,3.7,0.09
2020-09-27,0.0,3.89,1.77,3.3,26.0,3.27,3.3,0.03
2020-09-28,2.25,3.72,1.73,2.95,23.68,3.13,2.95,-0.18
2020-09-29,0.0,3.73,1.81,2.62,21.63,3.12,2.62,-0.5
2020-09-30,0.5,3.36,2.19,2.37,25.8,3.15,2.37,-0.78
2020-10-01,0.0,3.7,2.61,2.24,27.37,3.26,2.24,-1.02
2020-10-02,0.8,3.68,2.69,2.2,29.77,3.5,2.2,-1.3
2020-10-03,0.0,2.85,2.69,2.22,24.0,3.73,2.22,-1.51
2020-10-04,0.0,3.27,2.72,2.45,20.93,3.82,2.45,-1.37
2020-10-05,0.0,4.8,2.71,2.72,24.59,3.83,2.72,-1.11
2020-10-06,3.22,4.96,2.7,2.81,27.07,3.87,2.81,-1.06
2020-10-07,0.0,3.36,2.74,2.78,27.23,3.97,2.78,-1.19
2020-10-08,1.12,5.03,2.63,2.9,23.08,3.98,2.9,-1.08
2020-10-09,5.15,5.07,3.58,3.06,18.98,4.05,3.06,-0.99
2020-10-10,0.12,4.64,3.92,3.22,18.81,4.56,3.22,-1.34
2020-10-11,0.0,4.64,4.12,3.71,17.56,5.03,3.71,-1.32
2020-10-12,0.0,5.34,4.81,4.08,19.84,5.22,4.08,-1.14
2020-10-13,0.0,4.83,4.86,4.28,22.88,5.45,4.28,-1.17
2020-10-14,0.0,4.44,4.85,4.6,24.19,5.72,4.6,-1.12
2020-10-15,6.8,4.81,4.93,4.95,18.65,5.98,4.95,-1.03
2020-10-16,0.68,5.11,4.59,5.51,16.02,6.38,5.51,-0.87
2020-10-17,0.0,5.28,3.47,5.97,16.53,6.23,5.97,-0.26
2020-10-18,0.0,4.88,3.59,5.12,19.33,5.48,5.12,-0.36
2020-10-19,1.82,5.83,3.64,4.23,20.4,4.86,4.23,-0.63
2020-10-20,8.28,4.12,3.68,4.27,20.71,4.87,4.27,-0.6
2020-10-21,0.12,3.28,3.71,5.67,21.02,5.36,5.67,0.31
