data,pme,etp,qin,qobs,tmed,qsim,qobs_imp,res
2014-03-20,5.5,3.92,2.09,5.44,24.28,5.0,5.44,0.44
2014-03-21,34.38,3.8,2.35,5.16,22.72,7.75,5.16,-2.59
2014-03-22,0.25,3.44,3.55,6.33,21.64,12.97,6.33,-6.64
2014-03-23,0.38,3.76,2.61,8.78,18.66,13.82,8.78,-5.04
2014-03-24,0.0,4.12,2.47,8.47,19.08,9.65,8.47,-1.18
2014-03-25,0.0,4.28,2.44,7.24,19.76,6.49,7.24,0.75
2014-03-26,0.0,4.0,2.34,6.28,20.58,5.7,6.28,0.58
2014-03-27,0.0,3.73,2.18,5.39,21.66,5.46,5.39,-0.07
2014-03-28,0.0,4.08,2.14,4.93,22.19,5.29,4.93,-0.36
2014-03-29,0.0,3.91,2.12,4.5,22.61,5.15,4.5,-0.65
2014-03-30,4.25,3.36,2.11,4.76,22.36,5.21,4.76,-0.45
2014-03-31,20.5,3.93,2.09,5.78,22.89,6.97,5.78,-1.19
2014-04-01,0.25,3.98,2.07,6.7,22.91,10.1,6.7,-3.4
2014-04-02,16.25,3.71,2.06,6.9,22.04,11.45,6.9,-4.55
2014-04-03,0.0,3.91,2.04,7.93,21.88,11.33,7.93,-3.4
2014-04-04,0.0,3.84,2.02,8.77,21.67,9.94,8.77,-1.17
2014-04-05,0.0,4.14,2.01,6.88,21.06,7.4,6.88,-0.52
2014-04-06,0.0,3.66,1.99,5.95,22.55,5.74,5.95,0.21
2014-04-07,0.0,3.64,1.97,5.41,22.8,5.37,5.41,0.04
2014-04-08,0.0,3.76,1.96,4.93,22.52,5.26,4.93,-0.33
2014-04-09,0.0,3.84,1.94,4.72,23.66,5.18,4.72,-0.46
2014-04-10,0.0,3.6,1.92,4.65,22.43,5.1,4.65,-0.45
2014-04-11,0.0,4.03,1.91,4.36,22.65,5.03,4.36,-0.67
2014-04-12,14.75,3.6,1.89,4.28,24.03,5.95,4.28,-1.67
2014-04-13,1.75,3.46,1.88,5.08,21.31,8.14,5.08,-3.06
2014-04-14,0.0,3.33,1.86,7.9,18.14,8.55,7.9,-0.65
2014-04-15,29.5,2.74,1.84,7.8,17.37,9.17,7.8,-1.37
2014-04-16,0.0,3.24,1.83,12.42,19.26,13.06,12.42,-0.64
2014-04-17,0.0,3.48,1.81,14.09,21.05,13.72,14.09,0.37
2014-04-18,0.0,3.84,1.79,10.62,22.04,9.34,10.62,1.28
2014-04-19,0.25,3.63,1.78,8.96,22.03,6.18,8.96,2.78
2014-04-20,2.25,3.56,1.76,7.73,20.72,5.6,7.73,2.13
2014-04-21,0.0,3.28,1.74,7.07,20.82,5.59,7.07,1.48
2014-04-22,0.25,2.66,1.73,6.44,19.63,5.53,6.44,0.91
2014-04-23,0.25,2.94,1.71,6.28,19.68,5.32,6.28,0.96
2014-04-24,0.62,3.37,1.52,6.16,18.62,5.13,6.16,1.03
2014-04-25,0.0,3.74,1.43,5.93,18.42,4.98,5.93,0.95
2014-04-26,0.0,2.77,1.45,5.79,16.81,4.81,5.79,0.98
2014-04-27,0.0,2.53,1.54,5.89,16.44,4.69,5.89,1.2
2014-04-28,0.0,2.95,1.62,5.93,16.16,4.66,5.93,1.27
2014-04-29,0.0,2.49,1.52,5.6,16.74,4.65,5.6,0.95
2014-04-30,0.0,3.1,1.33,5.24,17.33,4.59,5.24,0.65
2014-05-01,0.0,3.28,1.26,5.19,19.54,4.44,5.19,0.75
2014-05-02,0.0,3.12,1.45,5.42,19.92,4.3,5.42,1.12
2014-05-03,0.0,3.24,1.54,5.52,19.92,4.26,5.52,1.26
2014-05-04,0.0,2.88,1.46,5.14,20.34,4.28,5.14,0.86
2014-05-05,0.0,2.59,1.4,5.01,20.7,4.26,5.01,0.75
2014-05-06,0.12,2.9,1.42,5.03,21.14,4.18,5.03,0.85
2014-05-07,0.0,2.52,1.48,5.0,21.28,4.12,5.0,0.88
2014-05-08,0.0,2.86,1.37,4.72,20.9,4.07,4.72,0.65
2014-05-09,0.0,3.07,1.41,4.33,18.29,4.02,4.33,0.31
2014-05-10,0.0,2.53,1.64,4.66,16.2,3.98,4.66,0.68
2014-05-11,0.0,2.47,1.8,4.74,16.3,4.02,4.74,0.72
2014-05-12,0.0,2.7,1.72,4.5,17.16,4.11,4.5,0.39
2014-05-13,0.0,2.68,1.67,4.46,18.13,4.13,4.46,0.33
2014-05-14,0.0,2.67,1.69,4.46,18.23,4.08,4.46,0.38
2014-05-15,0.0,2.63,1.66,4.38,18.81,4.02,4.38,0.36
2014-05-16,0.0,2.76,1.37,4.25,19.04,3.94,4.25,0.31
2014-05-17,0.0,2.27,1.26,4.38,18.74,3.78,4.38,0.6
2014-05-18,0.0,1.67,1.25,4.38,18.45,3.59,4.38,0.79
2014-05-19,0.0,1.41,1.4,4.55,17.96,3.48,4.55,1.07
2014-05-20,0.12,2.58,1.43,4.37,18.65,3.46,4.37,0.91
2014-05-21,0.0,2.1,1.21,4.14,18.84,3.46,4.14,0.68
2014-05-22,15.62,2.78,1.23,4.18,21.56,4.26,4.18,-0.08
2014-05-23,6.0,2.16,1.6,5.64,18.6,6.49,5.64,-0.85
2014-05-24,1.5,2.38,1.69,5.95,14.99,7.62,5.95,-1.67
2014-05-25,0.12,2.42,1.64,5.82,15.06,6.38,5.82,-0.56
2014-05-26,6.25,2.42,1.6,5.52,17.76,5.08,5.52,0.44
2014-05-27,0.0,2.35,1.76,5.93,14.2,5.18,5.93,0.75
2014-05-28,0.0,1.99,1.66,5.81,14.71,5.22,5.81,0.59
2014-05-29,0.0,2.48,1.6,5.61,14.68,4.6,5.61,1.01
2014-05-30,0.0,2.33,1.61,5.31,15.5,4.1,5.31,1.21
2014-05-31,0.0,2.37,1.44,4.94,16.72,3.94,4.94,1.0
2014-06-01,4.12,1.81,1.31,4.92,17.27,3.97,4.92,0.95
2014-06-02,9.5,2.07,1.43,5.45,17.19,4.8,5.45,0.65
2014-06-03,0.12,2.04,1.42,5.56,13.4,6.05,5.56,-0.49
2014-06-04,0.0,2.21,1.34,5.44,14.45,5.98,5.44,-0.54
2014-06-05,0.12,1.74,1.2,5.34,17.69,4.69,5.34,0.65
2014-06-06,0.0,1.7,1.12,5.31,19.4,3.81,5.31,1.5
2014-06-07,0.0,2.01,1.12,5.33,21.23,3.54,5.33,1.79
2014-06-08,0.0,2.79,1.15,5.16,22.22,3.43,5.16,1.73
2014-06-09,0.0,2.35,1.39,5.32,20.36,3.4,5.32,1.92
2014-06-10,0.0,2.36,1.53,5.11,16.72,3.47,5.11,1.64
2014-06-11,0.0,2.74,1.45,4.75,17.44,3.56,4.75,1.19
2014-06-12,0.0,2.37,1.41,4.58,19.39,3.59,4.58,0.99
2014-06-13,0.12,2.34,1.43,4.45,19.76,3.54,4.45,0.91
2014-06-14,0.0,2.38,1.39,4.18,19.34,3.48,4.18,0.7
2014-06-15,0.0,1.7,1.42,4.16,18.56,3.44,4.16,0.72
2014-06-16,0.0,2.12,1.43,4.1,20.06,3.4,4.1,0.7
2014-06-17,0.12,2.49,1.37,3.81,19.24,3.37,3.81,0.44
2014-06-18,0.0,2.48,1.39,3.8,17.78,3.33,3.8,0.47
2014-06-19,0.0,2.31,1.47,3.65,14.13,3.29,3.65,0.36
2014-06-20,0.0,2.05,1.38,3.23,13.92,3.27,3.23,-0.04
2014-06-21,0.0,2.1,1.35,3.13,15.43,3.23,3.13,-0.1
2014-06-22,0.0,2.42,1.37,3.13,17.42,3.18,3.13,-0.05
2014-06-23,0.0,2.49,1.36,2.85,17.84,3.13,2.85,-0.28
2014-06-24,0.12,2.42,1.33,2.24,18.45,3.09,2.24,-0.85
2014-06-25,0.0,2.62,1.19,1.83,18.85,3.04,1.83,-1.21
2014-06-26,0.0,2.73,1.21,1.84,19.04,2.96,1.84,-1.12
2014-06-27,0.0,2.64,1.28,1.93,19.56,2.88,1.93,-0.95
2014-06-28,0.0,2.64,1.31,2.1,20.22,2.86,2.1,-0.76
2014-06-29,0.0,2.58,1.25,4.4,18.75,2.87,4.4,1.53
2014-06-30,0.12,2.57,1.24,4.41,16.06,2.84,4.41,1.57
2014-07-01,0.0,2.19,1.25,3.13,15.27,2.8,3.13,0.33
2014-07-02,0.0,2.28,1.31,2.68,17.32,2.77,2.68,-0.09
2014-07-03,0.0,2.06,1.42,2.61,20.72,2.78,2.61,-0.17
2014-07-04,0.0,2.29,1.44,2.54,20.82,2.82,2.54,-0.28
2014-07-05,0.0,2.33,1.39,1.81,20.28,2.84,1.81,-1.03
2014-07-06,0.0,2.85,1.4,1.7,20.07,2.83,1.7,-1.13
2014-07-07,0.0,2.07,1.44,1.91,17.98,2.8,1.91,-0.89
2014-07-08,11.88,1.94,1.65,2.63,16.45,3.32,2.63,-0.69
2014-07-09,0.5,2.34,1.65,2.75,16.19,4.65,2.75,-1.9
2014-07-10,5.0,1.99,1.67,2.91,15.48,5.14,2.91,-2.23
2014-07-11,0.0,2.34,1.76,3.4,14.74,4.68,3.4,-1.28
2014-07-12,0.0,2.91,1.73,3.47,15.6,4.13,3.47,-0.66
2014-07-13,0.0,2.78,1.71,3.55,16.13,3.66,3.55,-0.11
2014-07-14,0.0,3.09,1.59,3.38,15.7,3.35,3.38,0.03
2014-07-15,0.12,3.1,1.51,3.35,16.14,3.22,3.35,0.13
2014-07-16,0.0,2.7,1.44,3.31,16.7,3.11,3.31,0.2
2014-07-17,0.0,2.91,1.41,3.21,18.84,3.01,3.21,0.2
2014-07-18,0.0,2.34,1.31,3.02,18.2,2.92,3.02,0.1
2014-07-19,0.0,2.35,1.41,3.25,14.38,2.84,3.25,0.41
2014-07-20,0.0,2.83,1.43,3.0,13.0,2.81,3.0,0.19
2014-07-21,0.0,2.61,1.41,2.85,13.81,2.81,2.85,0.04
2014-07-22,0.0,2.44,1.38,2.8,17.5,2.8,2.8,0.0
2014-07-23,0.0,2.93,1.26,2.58,18.93,2.75,2.58,-0.17
2014-07-24,9.88,2.7,1.12,2.66,18.04,3.06,2.66,-0.4
2014-07-25,4.38,2.0,1.4,3.56,14.78,4.1,3.56,-0.54
2014-07-26,0.0,2.65,1.6,3.73,12.92,4.66,3.73,-0.93
2014-07-27,1.0,2.9,1.69,4.27,13.65,4.14,4.27,0.13
2014-07-28,0.0,3.01,1.78,4.57,14.91,3.49,4.57,1.08
2014-07-29,0.0,2.8,1.75,4.52,15.4,3.27,4.52,1.25
2014-07-30,0.0,2.92,1.58,4.27,15.97,3.22,4.27,1.05
2014-07-31,0.0,2.5,1.4,3.98,16.3,3.12,3.98,0.86
2014-08-01,0.0,2.56,1.32,3.65,18.1,2.97,3.65,0.68
2014-08-02,0.0,2.76,1.28,3.38,19.68,2.82,3.38,0.56
2014-08-03,0.0,2.46,1.19,3.17,20.32,2.7,3.17,0.47
2014-08-04,0.0,2.82,1.26,3.1,21.13,2.63,3.1,0.47
2014-08-05,0.0,2.63,1.54,3.12,15.29,2.61,3.12,0.51
2014-08-06,0.0,2.97,1.47,2.84,14.74,2.68,2.84,0.16
2014-08-07,0.0,3.13,1.46,2.79,16.95,2.75,2.79,0.04
2014-08-08,0.0,3.0,1.48,2.9,16.07,2.75,2.9,0.15
2014-08-09,0.0,3.06,1.37,2.91,16.35,2.72,2.91,0.19
2014-08-10,0.0,2.79,1.29,2.8,18.4,2.66,2.8,0.14
2014-08-11,0.0,3.42,1.25,2.85,19.75,2.57,2.85,0.28
2014-08-12,0.0,3.35,1.19,2.74,20.48,2.48,2.74,0.26
2014-08-13,1.12,3.14,1.32,2.91,15.4,2.43,2.91,0.48
2014-08-14,0.0,3.03,1.55,3.05,11.0,2.45,3.05,0.6
2014-08-15,0.0,2.63,1.57,3.06,14.74,2.55,3.06,0.51
2014-08-16,0.75,2.07,1.56,2.99,16.74,2.64,2.99,0.35
2014-08-17,1.5,2.6,1.54,3.05,17.73,2.67,3.05,0.38
2014-08-18,0.0,2.54,1.46,2.98,18.4,2.66,2.98,0.32
2014-08-19,0.25,3.11,1.57,3.08,16.37,2.62,3.08,0.46
2014-08-20,0.0,2.63,1.64,2.99,16.98,2.59,2.99,0.4
2014-08-21,0.0,2.7,1.59,2.82,19.41,2.61,2.82,0.21
2014-08-22,0.12,3.1,1.5,2.74,20.46,2.61,2.74,0.13
2014-08-23,0.0,3.75,1.41,2.72,20.42,2.55,2.72,0.17
2014-08-24,0.0,3.48,1.31,2.76,21.59,2.46,2.76,0.3
2014-08-25,0.0,3.01,1.27,2.72,22.1,2.35,2.72,0.37
2014-08-26,3.0,3.02,1.25,3.17,20.27,2.32,3.17,0.85
2014-08-27,0.12,3.02,1.37,3.47,17.8,2.39,3.47,1.08
2014-08-28,0.0,3.81,1.4,3.39,13.58,2.42,3.39,0.97
2014-08-29,0.12,3.69,1.5,3.26,14.11,2.37,3.26,0.89
2014-08-30,0.0,4.11,1.47,3.17,16.94,2.34,3.17,0.83
2014-08-31,2.0,3.37,1.34,2.99,17.77,2.36,2.99,0.63
2014-09-01,5.62,3.78,1.35,3.27,19.34,2.48,3.27,0.79
2014-09-02,18.62,3.85,1.3,3.15,21.01,3.45,3.15,-0.3
2014-09-03,17.25,3.49,2.12,6.36,19.13,5.9,6.36,0.46
2014-09-04,0.0,2.74,2.15,6.58,15.47,7.82,6.58,-1.24
2014-09-05,0.0,3.32,1.9,5.15,15.8,7.09,5.15,-1.94
2014-09-06,0.0,3.19,1.74,5.28,17.44,5.0,5.28,0.28
2014-09-07,0.0,3.35,1.7,5.16,19.8,3.78,5.16,1.38
2014-09-08,0.0,3.68,1.69,4.52,21.72,3.45,4.52,1.07
2014-09-09,0.0,3.96,1.56,3.62,21.96,3.33,3.62,0.29
2014-09-10,0.0,4.28,1.45,3.07,24.06,3.23,3.07,-0.16
2014-09-11,0.0,3.98,1.42,2.87,22.58,3.11,2.87,-0.24
2014-09-12,0.0,4.02,1.44,2.76,19.88,3.01,2.76,-0.25
2014-09-13,0.0,4.3,1.47,2.55,19.77,2.96,2.55,-0.41
2014-09-14,0.0,4.41,1.38,2.24,21.44,2.94,2.24,-0.7
2014-09-15,0.0,4.72,1.25,2.15,23.41,2.88,2.15,-0.73
2014-09-16,0.0,4.28,1.28,2.24,19.66,2.79,2.24,-0.55
2014-09-17,0.0,4.51,1.38,2.4,17.16,2.72,2.4,-0.32
2014-09-18,0.0,4.47,1.27,2.12,19.52,2.71,2.12,-0.59
2014-09-19,3.62,4.02,1.18,2.19,18.69,2.75,2.19,-0.56
2014-09-20,10.25,3.33,1.31,2.7,19.66,3.22,2.7,-0.52
2014-09-21,0.12,3.99,1.4,2.94,18.22,4.09,2.94,-1.15
2014-09-22,0.0,4.56,1.56,3.18,16.02,4.14,3.18,-0.96
2014-09-23,0.0,5.12,1.4,2.88,18.93,3.47,2.88,-0.59
2014-09-24,0.12,4.4,1.33,2.66,20.26,2.99,2.66,-0.33
2014-09-25,0.25,3.03,1.33,2.64,20.28,2.84,2.64,-0.2
2014-09-26,18.12,2.84,1.29,2.96,20.42,3.48,2.96,-0.52
2014-09-27,0.5,3.89,1.67,4.04,18.52,5.14,4.04,-1.1
2014-09-28,0.0,3.72,1.35,3.73,19.91,5.51,3.73,-1.78
2014-09-29,0.75,3.73,0.97,3.64,21.68,4.24,3.64,-0.6
2014-09-30,0.0,3.36,0.93,3.64,23.63,3.15,3.64,0.49
2014-10-01,3.12,3.7,1.09,3.64,22.45,2.85,3.64,0.79
2014-10-02,0.0,3.68,1.44,3.6,16.56,2.94,3.6,0.66
2014-10-03,0.0,2.85,1.54,3.08,14.96,3.1,3.08,-0.02
2014-10-04,0.0,3.27,1.43,2.69,14.56,3.11,2.69,-0.42
2014-10-05,0.0,4.8,1.38,2.56,15.16,3.05,2.56,-0.49
2014-10-06,0.0,4.96,1.29,2.42,16.56,2.96,2.42,-0.54
2014-10-07,0.0,3.36,1.19,2.28,18.54,2.86,2.28,-0.58
2014-10-08,0.0,5.03,1.08,2.27,20.15,2.75,2.27,-0.48
2014-10-09,0.0,5.07,0.99,2.21,22.2,2.63,2.21,-0.42
2014-10-10,0.0,4.64,1.02,2.14,24.98,2.51,2.14,-0.37
2014-10-11,0.0,4.64,1.07,2.11,24.76,2.45,2.11,-0.34
2014-10-12,0.0,5.34,1.05,2.11,25.26,2.43,2.11,-0.32
2014-10-13,1.0,4.83,0.95,2.07,27.49,2.41,2.07,-0.34
2014-10-14,0.0,4.44,0.88,1.94,24.12,2.36,1.94,-0.42
2014-10-15,0.0,4.81,0.94,1.98,21.6,2.28,1.98,-0.3
2014-10-16,0.0,5.11,0.87,1.84,24.13,2.22,1.84,-0.38
2014-10-17,0.75,5.28,0.79,1.8,24.56,2.17,1.8,-0.37
2014-10-18,0.0,4.88,0.73,1.64,22.5,2.11,1.64,-0.47
2014-10-19,12.88,5.83,0.74,1.8,25.44,2.4,1.8,-0.6
2014-10-20,0.75,4.12,1.18,2.52,19.77,3.32,2.52,-0.8
2014-10-21,0.0,3.28,1.12,2.24,16.68,3.61,2.24,-1.37
2014-10-22,0.0,2.62,1.02,2.22,16.89,3.06,2.22,-0.84
2014-10-23,0.0,3.76,0.89,2.2,19.58,2.57,2.2,-0.37
2014-10-24,4.88,4.44,0.73,2.12,20.8,2.47,2.12,-0.35
2014-10-25,0.5,3.1,0.94,2.53,20.81,2.63,2.53,-0.1
2014-10-26,7.38,3.53,0.85,2.74,20.56,2.83,2.74,-0.09
2014-10-27,0.0,3.59,0.98,2.84,20.12,3.13,2.84,-0.29
2014-10-28,0.0,4.51,0.87,2.48,19.22,3.09,2.48,-0.61
2014-10-29,0.0,4.56,0.69,2.14,21.75,2.65,2.14,-0.51
2014-10-30,1.25,4.75,0.62,2.28,25.34,2.27,2.28,0.01
2014-10-31,1.0,4.54,0.74,2.31,26.36,2.12,2.31,0.19
2014-11-01,2.5,4.11,0.84,2.27,23.99,2.13,2.27,0.14
2014-11-02,0.0,4.88,0.88,2.75,22.97,2.24,2.75,0.51
2014-11-03,2.62,3.42,0.75,2.5,22.44,2.31,2.5,0.19
2014-11-04,7.25,2.96,0.96,2.78,21.94,2.49,2.78,0.29
2014-11-05,6.62,2.3,0.93,3.11,19.78,3.15,3.11,-0.04
2014-11-06,11.75,3.55,1.03,3.35,20.52,4.08,3.35,-0.73
2014-11-07,0.5,3.82,1.21,3.31,22.96,4.79,3.31,-1.48
2014-11-08,6.25,3.8,0.94,4.01,21.17,4.62,4.01,-0.61
2014-11-09,0.0,4.41,0.97,3.74,20.92,4.07,3.74,-0.33
2014-11-10,0.0,5.5,0.85,3.5,20.78,3.48,3.5,0.02
2014-11-11,0.0,4.77,0.71,3.15,20.55,2.9,3.15,0.25
2014-11-12,0.88,4.4,0.59,2.92,21.24,2.49,2.92,0.43
2014-11-13,4.88,3.94,0.59,2.5,22.48,2.44,2.5,0.06
2014-11-14,0.25,4.18,0.94,2.33,17.02,2.71,2.33,-0.38
2014-11-15,0.12,4.83,0.98,2.46,17.7,2.83,2.46,-0.37
2014-11-16,0.0,5.06,0.92,2.58,18.74,2.68,2.58,-0.1
2014-11-17,0.0,4.71,0.83,2.8,17.04,2.51,2.8,0.29
2014-11-18,0.0,4.82,0.76,2.56,19.04,2.41,2.56,0.15
2014-11-19,0.0,4.43,0.72,2.52,21.26,2.31,2.52,0.21
2014-11-20,0.0,3.98,0.72,2.55,22.13,2.22,2.55,0.33
2014-11-21,0.0,4.35,0.7,2.48,24.02,2.16,2.48,0.32
2014-11-22,1.62,3.54,0.64,2.43,23.08,2.13,2.43,0.3
2014-11-23,1.25,2.9,0.72,2.55,21.64,2.11,2.55,0.44
2014-11-24,6.38,4.11,0.88,2.74,21.62,2.28,2.74,0.46
2014-11-25,11.5,4.26,0.96,2.7,23.69,3.12,2.7,-0.42
2014-11-26,20.0,3.58,0.92,4.51,22.02,5.08,4.51,-0.57
2014-11-27,0.12,4.13,1.12,5.01,21.64,6.92,5.01,-1.91
2014-11-28,0.0,4.44,1.17,4.4,20.68,6.42,4.4,-2.02
2014-11-29,0.0,3.98,1.14,4.26,20.65,4.49,4.26,-0.23
2014-11-30,6.0,3.5,1.08,4.12,21.32,3.55,4.12,0.57
2014-12-01,5.62,3.55,1.02,4.21,23.1,3.99,4.21,0.22
2014-12-02,0.0,4.33,0.98,4.06,23.84,4.45,4.06,-0.39
2014-12-03,0.12,4.32,0.89,3.55,24.8,4.05,3.55,-0.5
2014-12-04,7.75,4.42,1.02,3.42,20.45,3.61,3.42,-0.19
2014-12-05,0.0,4.81,1.46,3.59,17.8,4.02,3.59,-0.43
2014-12-06,4.62,5.17,1.12,3.42,20.16,4.34,3.42,-0.92
2014-12-07,0.62,4.17,1.05,3.49,22.97,4.18,3.49,-0.69
2014-12-08,0.12,4.77,1.0,3.08,24.34,3.74,3.08,-0.66
2014-12-09,4.0,4.13,0.97,2.74,23.56,3.38,2.74,-0.64
2014-12-10,9.75,4.09,1.22,2.96,21.95,3.81,2.96,-0.85
2014-12-11,0.12,4.14,1.3,3.15,22.83,4.84,3.15,-1.69
2014-12-12,3.38,3.5,1.03,3.75,22.9,4.92,3.75,-1.17
2014-12-13,3.75,4.1,1.04,4.26,20.62,4.28,4.26,-0.02
2014-12-14,2.0,4.65,1.06,5.81,20.87,3.92,5.81,1.89
2014-12-15,0.0,4.83,1.16,6.54,19.53,3.69,6.54,2.85
2014-12-16,0.0,4.5,1.1,5.75,19.7,3.33,5.75,2.42
2014-12-17,0.0,5.85,0.96,3.34,21.74,3.06,3.34,0.28
2014-12-18,0.38,5.51,0.84,2.8,23.91,2.89,2.8,-0.09
2014-12-19,5.0,4.54,0.9,2.74,22.61,2.91,2.74,-0.17
2014-12-20,11.12,4.23,1.02,6.21,24.28,3.73,6.21,2.48
2014-12-21,8.75,3.87,1.06,16.09,25.8,5.36,16.09,10.73
2014-12-22,12.0,4.15,1.0,9.2,23.66,6.82,9.2,2.38
2014-12-23,44.38,4.38,1.62,10.79,19.94,10.75,10.79,0.04
2014-12-24,0.25,4.41,3.37,35.53,18.61,17.03,35.53,18.5
2014-12-25,6.12,4.33,2.19,34.7,21.61,17.57,34.7,17.13
2014-12-26,0.0,5.46,2.8,20.68,24.63,12.28,20.68,8.4
2014-12-27,0.0,5.42,1.65,16.24,26.42,8.11,16.24,8.13
2014-12-28,0.25,4.63,1.18,9.94,27.68,6.22,9.94,3.72
2014-12-29,11.75,3.85,1.0,7.02,25.16,5.84,7.02,1.18
2014-12-30,1.12,3.4,1.15,6.45,24.28,7.19,6.45,-0.74
2014-12-31,0.12,4.51,1.33,6.73,25.36,7.39,6.73,-0.66
2015-01-01,0.0,5.06,1.26,4.82,26.23,5.86,4.82,-1.04
2015-01-02,2.12,4.73,1.23,3.53,26.16,4.81,3.53,-1.28
2015-01-03,11.5,4.57,1.19,2.94,23.95,5.44,2.94,-2.5
2015-01-04,0.0,4.84,1.06,2.63,22.94,7.17,2.63,-4.54
2015-01-05,0.0,4.59,1.01,2.5,22.64,7.27,2.5,-4.77
2015-01-06,10.88,4.8,1.05,2.5,23.83,6.34,2.5,-3.84
2015-01-07,10.88,4.66,1.1,2.38,24.1,7.71,2.38,-5.33
2015-01-08,2.0,4.57,1.25,3.41,24.24,9.67,3.41,-6.26
2015-01-09,0.0,4.65,1.44,4.4,26.67,8.71,4.4,-4.31
2015-01-10,0.0,4.79,1.37,3.19,27.76,6.32,3.19,-3.13
2015-01-11,5.25,4.14,1.2,2.43,27.02,5.28,2.43,-2.85
2015-01-12,0.0,3.35,2.27,2.23,25.85,5.71,2.23,-3.48
2015-01-13,0.0,4.22,1.35,2.11,25.54,5.93,2.11,-3.82
2015-01-14,5.12,4.53,1.02,2.77,24.9,5.6,2.77,-2.83
2015-01-15,2.25,4.29,0.95,3.74,25.44,5.59,3.74,-1.85
2015-01-16,0.0,4.47,0.9,5.3,25.9,5.44,5.3,-0.14
2015-01-17,0.0,4.36,0.81,3.52,27.34,4.72,3.52,-1.2
2015-01-18,0.0,4.38,0.78,2.58,27.91,4.07,2.58,-1.49
2015-01-19,1.5,4.31,0.75,1.98,27.6,3.8,1.98,-1.82
2015-01-20,0.12,4.15,0.68,1.57,26.7,3.69,1.57,-2.12
2015-01-21,1.12,4.29,0.69,1.66,24.54,3.61,1.66,-1.95
2015-01-22,0.12,4.06,0.72,2.06,21.46,3.52,2.06,-1.46
2015-01-23,14.88,4.23,0.75,2.01,21.06,4.48,2.01,-2.47
2015-01-24,14.38,4.69,1.04,2.34,22.5,7.79,2.34,-5.45
2015-01-25,8.75,5.5,1.38,1.76,24.16,11.23,1.76,-9.47
2015-01-26,32.12,4.28,1.36,6.69,22.87,14.46,6.69,-7.77
2015-01-27,4.38,3.86,1.46,9.21,23.72,18.51,9.21,-9.3
2015-01-28,1.75,5.04,1.32,12.84,24.54,17.71,12.84,-4.87
2015-01-29,0.0,4.73,1.1,7.67,24.42,11.39,7.67,-3.72
2015-01-30,1.25,4.34,0.95,5.3,22.89,6.62,5.3,-1.32
2015-01-31,1.25,5.15,0.91,4.22,20.94,5.22,4.22,-1.0
2015-02-01,0.12,5.37,0.78,3.24,22.94,4.83,3.24,-1.59
2015-02-02,10.25,4.48,0.81,2.53,22.16,5.47,2.53,-2.94
2015-02-03,0.75,5.29,1.12,3.12,22.62,7.27,3.12,-4.15
2015-02-04,9.88,4.18,0.81,6.08,21.68,8.4,6.08,-2.32
2015-02-05,14.25,4.28,1.07,5.35,19.9,10.0,5.35,-4.65
2015-02-06,0.25,4.33,2.19,15.65,20.18,12.24,15.65,3.41
2015-02-07,0.0,5.15,1.37,18.59,21.23,11.33,18.59,7.26
2015-02-08,1.25,5.29,1.18,12.95,22.4,7.89,12.95,5.06
2015-02-09,15.25,5.71,1.03,7.77,23.4,7.11,7.77,0.66
2015-02-10,13.5,4.63,1.35,7.72,23.35,10.93,7.72,-3.21
2015-02-11,0.0,4.97,1.75,7.99,24.66,14.32,7.99,-6.33
2015-02-12,0.0,5.61,1.61,6.07,26.54,12.41,6.07,-6.34
2015-02-13,0.0,4.92,1.46,5.17,25.41,8.22,5.17,-3.05
2015-02-14,0.62,4.67,1.69,3.6,23.9,6.09,3.6,-2.49
2015-02-15,33.5,3.2,1.52,4.54,22.17,9.28,4.54,-4.74
2015-02-16,0.62,3.55,4.09,12.08,21.18,17.31,12.08,-5.23
2015-02-17,33.0,4.31,3.53,22.99,21.99,23.49,22.99,-0.5
2015-02-18,18.25,3.86,7.61,35.61,21.24,29.3,35.61,6.31
2015-02-19,5.12,4.65,6.07,45.93,23.12,33.25,45.93,12.68
2015-02-20,0.0,5.0,3.98,34.83,24.25,27.88,34.83,6.95
2015-02-21,0.0,4.77,3.21,20.62,24.93,17.69,20.62,2.93
2015-02-22,0.0,4.4,2.7,11.98,24.02,11.32,11.98,0.66
2015-02-23,0.0,4.71,2.29,7.84,24.13,8.94,7.84,-1.1
2015-02-24,1.62,4.3,2.16,5.46,24.02,8.11,5.46,-2.65
2015-02-25,5.5,3.74,2.21,4.81,22.11,8.22,4.81,-3.41
2015-02-26,0.0,4.16,1.91,3.95,23.1,9.13,3.95,-5.18
2015-02-27,3.38,4.14,1.71,3.18,24.26,9.3,3.18,-6.12
2015-02-28,2.75,4.1,2.08,3.63,21.64,8.74,3.63,-5.11
2015-03-01,0.0,4.06,1.93,3.79,21.06,8.37,3.79,-4.58
2015-03-02,0.0,4.06,1.76,3.08,22.0,7.8,3.08,-4.72
2015-03-03,0.0,3.67,1.63,2.64,22.7,7.0,2.64,-4.36
2015-03-04,0.0,4.24,1.55,2.13,23.34,6.51,2.13,-4.38
2015-03-05,0.62,3.66,1.25,1.63,24.26,6.24,1.63,-4.61
2015-03-06,1.75,3.8,0.92,1.27,23.1,6.0,1.27,-4.73
2015-03-07,13.62,3.82,0.99,1.17,21.21,7.12,1.17,-5.95
