,0
2022-02-02,32.432484
2022-02-03,28.47777
2022-02-04,24.366251
2022-02-05,24.847363
2022-02-06,25.072506
2022-02-07,30.06111
2022-02-08,30.981281
2022-02-09,26.801054
2022-02-10,22.463524
2022-02-11,18.543497
2022-02-12,16.968273
2022-02-13,14.570415
2022-02-14,12.622232
2022-02-15,11.500174
2022-02-16,10.855408
2022-02-17,10.252239
2022-02-18,9.887128
2022-02-19,9.084632
2022-02-20,8.273921
2022-02-21,7.4258547
2022-02-22,6.684765
2022-02-23,6.176231
2022-02-24,5.965415
2022-02-25,6.7070537
2022-02-26,6.937331
2022-02-27,6.8607717
2022-02-28,6.418791
2022-03-01,6.538879
2022-03-02,7.9365697
2022-03-03,8.0266485
2022-03-04,8.458347
2022-03-05,10.150922
2022-03-06,10.14658
2022-03-07,9.423125
2022-03-08,7.95551
2022-03-09,6.6557913
2022-03-10,6.3277802
2022-03-11,6.146591
2022-03-12,5.9623556
2022-03-13,6.6747894
2022-03-14,7.348339
2022-03-15,9.949756
2022-03-16,14.658421
2022-03-17,14.351353
2022-03-18,10.82949
2022-03-19,8.378759
2022-03-20,7.718868
2022-03-21,7.737883
2022-03-22,7.3890715
2022-03-23,6.658309
2022-03-24,5.7510195
2022-03-25,4.9829392
2022-03-26,5.076355
2022-03-27,6.372007
2022-03-28,7.684571
2022-03-29,8.750597
2022-03-30,8.202328
2022-03-31,7.888342
2022-04-01,7.5793753
2022-04-02,6.9152203
2022-04-03,5.9104443
2022-04-04,4.906248
2022-04-05,7.0661697
2022-04-06,14.492166
2022-04-07,16.526426
2022-04-08,14.370909
2022-04-09,12.519285
2022-04-10,10.626212
2022-04-11,8.88211
2022-04-12,7.3024435
2022-04-13,6.218818
2022-04-14,5.588417
2022-04-15,5.295906
2022-04-16,5.0245886
2022-04-17,4.763331
2022-04-18,4.5155125
2022-04-19,4.294341
2022-04-20,4.083285
2022-04-21,3.9061685
2022-04-22,3.7605138
2022-04-23,3.5911999
2022-04-24,3.4378734
2022-04-25,3.309517
2022-04-26,3.1700292
2022-04-27,3.0182319
2022-04-28,2.8567371
2022-04-29,2.8440537
2022-04-30,3.0013156
2022-05-01,3.129952
2022-05-02,3.2035275
2022-05-03,3.1874738
2022-05-04,4.128939
2022-05-05,4.8628874
2022-05-06,5.206377
2022-05-07,5.258905
2022-05-08,5.1004906
2022-05-09,4.8149214
2022-05-10,4.5225134
2022-05-11,4.3159657
2022-05-12,4.154515
2022-05-13,4.0080795
2022-05-14,3.8644123
2022-05-15,4.0462403
2022-05-16,4.163338
2022-05-17,4.2429733
2022-05-18,4.401659
2022-05-19,4.5579996
2022-05-20,4.671789
2022-05-21,4.6942077
2022-05-22,4.6576986
2022-05-23,4.5759506
2022-05-24,4.4605703
2022-05-25,4.362647
2022-05-26,4.284923
2022-05-27,4.2064633
2022-05-28,4.1490035
2022-05-29,4.021512
